Step,Lsp-Offload S=1024 d=4,Lsp-Offload S=1280 d=4,Lora rank=8,Galore Value,Full Param,Lora rank=128,LSP-Offload d=1280 r=4
1660,0.921500027,0.917299986,0.948400021,1.010800004,0.820100009,0.896600008,0.883599997
1670,0.911599994,0.888999999,0.916700006,0.977999985,0.798200011,0.8653,0.890799999
1680,0.920799971,0.9005,0.938799977,1.001399994,0.815800011,0.887099981,0.871100008
1690,0.907199979,0.90140003,0.923300028,0.986800015,0.800100029,0.872500002,0.874599993
1700,0.927200019,0.894599974,0.933799982,0.994899988,0.813600004,0.881699979,0.872200012
1710,0.913600028,0.903100014,0.964999974,1.030500054,0.832799971,0.909799993,0.882600009
1720,0.874199986,0.932200015,0.938799977,1.002099991,0.82069999,0.887000024,0.889500022
1730,0.916800022,0.886500001,0.962499976,1.026900053,0.837599993,0.908699989,0.876399994
1740,0.841400027,0.845000029,0.942499995,1.007099986,0.798699975,0.8847,0.799000025
1750,0.87440002,0.882600009,0.922100008,0.991400003,0.694800019,0.829699993,0.784099996
1760,0.882300019,0.876999974,0.92869997,0.998399973,0.698499978,0.833100021,0.790600002
1770,0.923900008,0.861299992,0.942399979,1.013800025,0.703299999,0.845499992,0.788100004
1780,0.895699978,0.859300017,0.971199989,1.04400003,0.729099989,0.873199999,0.782500029
1790,0.885800004,0.883599997,0.935899973,1.007799983,0.707199991,0.840200007,0.776799977
1800,0.886500001,0.882700026,0.941699982,1.013100028,0.710900009,0.845399976,0.774399996
1810,0.869099975,0.868399978,0.938300014,1.008999944,0.710900009,0.842199981,0.789499998
1820,0.877099991,0.863900006,0.922900021,0.994400024,0.693700016,0.829100013,0.782800019
1830,0.889800012,0.870800018,0.952600002,1.023100019,0.717499971,0.855400026,0.799700022
1840,0.881600022,0.873300016,0.943099976,1.013900042,0.713400006,0.847100019,0.789499998
1850,0.907400012,0.868499994,0.955900013,1.029999971,0.723100007,0.858399987,0.780900002
1860,0.896399975,0.869899988,0.929499984,1.001299977,0.700999975,0.834999979,0.774699986
1870,0.86589998,0.84740001,0.943499982,1.014099956,0.710600019,0.848399997,0.783800006
1880,0.882300019,0.838800013,0.93809998,1.011800051,0.707300007,0.842499971,0.765299976
1890,0.880500019,0.846000016,0.952899992,1.026600003,0.720499992,0.855599999,0.805000007
1900,0.887600005,0.855700016,0.926999986,1,0.698499978,0.831399977,0.765500009
1910,0.890799999,0.881099999,0.923600018,0.994300008,0.696799994,0.830799997,0.781700015
1920,0.896899998,0.885500014,0.912,0.981599987,0.689300001,0.820599973,0.782000005
1930,0.900200009,0.898800015,0.917900026,0.988200009,0.691600025,0.825600028,0.791999996
1940,0.885399997,0.852100015,0.925100029,0.994400024,0.703800023,0.833400011,0.808200002
1950,0.885100007,0.879000008,0.927900016,0.999100029,0.698400021,0.832799971,0.791700006
1960,0.880100012,0.870400012,0.970700026,1.044499993,0.736000001,0.874199986,0.781700015
1970,0.880200028,0.867900014,0.91049999,0.981000006,0.692399979,0.819800019,0.799499989
1980,0.882200003,0.88410002,0.950900018,1.022400022,0.720600009,0.855599999,0.791000009
1990,0.884899974,0.871399999,0.934499979,1.005100012,0.708000004,0.840799987,0.774999976
2000,0.869099975,0.848999977,0.939899981,1.011600018,0.708199978,0.844099998,0.786000013
2010,0.879899979,0.851300001,0.949999988,1.019799948,0.722800016,0.855700016,0.795599997
2020,0.891600013,0.874499977,0.925100029,0.996699989,0.70389998,0.83130002,0.794200003
2030,0.91900003,0.889599979,0.962899983,1.0352,0.727299988,0.866900027,0.783599973
2040,0.888100028,0.876800001,0.925400019,0.996500015,0.704200029,0.833199978,0.818400025
2050,0.887199998,0.861800015,0.931999981,1.001799941,0.705900013,0.838699996,0.782000005
2060,0.9005,0.879400015,0.949400008,1.01970005,0.725899994,0.856299996,0.795099974
2070,0.873399973,0.865999997,0.927200019,0.999599993,0.702099979,0.833100021,0.76730001
2080,0.891200006,0.89200002,0.935599983,1.005300045,0.712000012,0.842899978,0.784099996
2090,0.876399994,0.878499985,0.932200015,1.002900004,0.708400011,0.838100016,0.777899981
2100,0.896399975,0.868399978,0.941600025,1.013900042,0.715399981,0.84740001,0.783699989
2110,0.878000021,0.859499991,0.935199976,1.008299947,0.708000004,0.841799974,0.793099999
2120,0.905499995,0.875199974,0.933300018,1.004999995,0.706900001,0.840499997,0.769800007
2130,0.880400002,0.871299982,0.934700012,1.003600001,0.707599998,0.841499984,0.797699988
2140,0.872600019,0.859399974,0.945800006,1.020099998,0.716600001,0.851100028,0.805599988
2150,0.863099992,0.868499994,0.943499982,1.016499996,0.714299977,0.849099994,0.791499972
2160,0.882000029,0.868900001,0.905399978,0.975399971,0.680899978,0.813499987,0.782899976
2170,0.887700021,0.842700005,0.905700028,0.978500009,0.686999977,0.814199984,0.787500024
2180,0.917900026,0.885500014,0.948599994,1.018900037,0.720300019,0.854399979,0.789099991
2190,0.877099991,0.87620002,0.94660002,1.017799973,0.718900025,0.852500021,0.765200019
2200,0.886099994,0.893700004,0.929499984,1.000399947,0.70660001,0.837800026,0.777999997
2210,0.896099985,0.870999992,0.953299999,1.025599957,0.722199976,0.858699977,0.767799973
2220,0.879499972,0.8847,0.920000017,0.989300013,0.696799994,0.828000009,0.774100006
2230,0.890500009,0.846700013,0.940299988,1.010400057,0.713100016,0.846400023,0.796199977
2240,0.87650001,0.848100007,0.935400009,1.006800056,0.711300015,0.841099977,0.804799974
2250,0.891499996,0.852400005,0.948400021,1.019600034,0.716300011,0.854799986,0.788600028
2260,0.871800005,0.877200007,0.934000015,1.007799983,0.705900013,0.83920002,0.783100009
2270,0.897000015,0.877399981,0.939100027,1.00909996,0.716300011,0.845499992,0.786599994
2280,0.880900025,0.880400002,0.929499984,0.999800026,0.710300028,0.837400019,0.791100025
2290,0.859200001,0.858399987,0.949100018,1.018900037,0.71509999,0.854900002,0.806500018
2300,0.889199972,0.874100029,0.971899986,1.042000055,0.735199988,0.875,0.778500021
2310,0.858099997,0.870199978,0.948499978,1.019899964,0.717100024,0.853299975,0.786300004
2320,0.902199984,0.85650003,0.927699983,0.997300029,0.708299994,0.836899996,0.793200016
2330,0.88410002,0.83920002,0.912,0.980599999,0.692700028,0.820200026,0.798699975
2340,0.901499987,0.868099988,0.948000014,1.020099998,0.720200002,0.852999985,0.772700012
2350,0.881200016,0.863600016,0.932900012,1.006100059,0.7051,0.83859998,0.797999978
2360,0.895399988,0.850099981,0.949599981,1.020200014,0.727599978,0.856999993,0.78549999
2370,0.897199988,0.886500001,0.94749999,1.021199942,0.718500018,0.851700008,0.805700004
2380,0.891600013,0.850899994,0.934199989,1.006299973,0.70599997,0.83950001,0.784099996
2390,0.911899984,0.8829,0.902999997,0.973100007,0.681400001,0.81190002,0.812399983
2400,0.904900014,0.864700019,0.908200026,0.977800012,0.68629998,0.816299975,0.791700006
2410,0.910700023,0.880100012,0.933200002,1.005300045,0.703299999,0.838999987,0.789200008
2420,0.909500003,0.850799978,0.925999999,0.994400024,0.701499999,0.833999991,0.778800011
2430,0.888199985,0.828800023,0.926800013,0.997900009,0.699400008,0.833400011,0.778699994
2440,0.889699996,0.888800025,0.951799989,1.024099946,0.726899981,0.857200027,0.807799995
2450,0.891200006,0.869799972,0.942600012,1.012799978,0.714299977,0.84829998,0.793600023
2460,0.897099972,0.8653,0.958599985,1.031100035,0.731299996,0.862900019,0.781599998
2470,0.877399981,0.851199985,0.939999998,1.013499975,0.715900004,0.845399976,0.774299979
2480,0.898500025,0.871200025,0.943899989,1.01730001,0.712300003,0.84799999,0.799700022
2490,0.890100002,0.871200025,0.911800027,0.98360002,0.69599998,0.822000027,0.776799977
2500,0.896499991,0.862500012,0.908699989,0.977500021,0.689899981,0.817099988,0.78490001
2510,0.896499991,0.900099993,0.947600007,1.019400001,0.717100024,0.853500009,0.805499971
2520,0.891799986,0.853299975,0.940400004,1.012599945,0.718599975,0.846400023,0.790300012
2530,0.8847,0.846700013,0.937099993,1.008999944,0.709299982,0.843299985,0.778900027
2540,0.911599994,0.866900027,0.928200006,1.000399947,0.707899988,0.834200025,0.800100029
2550,0.902700007,0.85589999,0.903500021,0.976300001,0.684899986,0.811699986,0.791000009
2560,0.887499988,0.884199977,0.912400007,0.981700003,0.690599978,0.8204,0.7852
2570,0.90140003,0.861500025,0.969299972,1.043200016,0.736100018,0.872699976,0.793600023
2580,0.888199985,0.872600019,0.922200024,0.993200004,0.69569999,0.829400003,0.801400006
2590,0.870500028,0.867600024,0.912599981,0.984399974,0.689800024,0.818899989,0.801100016
2600,0.906099975,0.870000005,0.936800003,1.006000042,0.715600014,0.843599975,0.802200019
2610,0.818099976,0.82190001,0.960099995,,0.714900017,0.85680002,0.731100023
2620,0.87559998,0.845499992,0.942200005,,0.639999986,0.80339998,0.71509999
2630,0.861899972,0.832499981,0.942799985,,0.637899995,0.804899991,0.703599989
2640,0.878099978,0.852599978,0.926900029,,0.630699992,0.791499972,0.714999974
2650,0.868900001,0.848100007,0.948499978,,0.640600026,0.808300018,0.693700016
2660,0.890399992,0.835799992,0.922200024,,0.626399994,0.788399994,0.681800008
2670,0.886300027,0.846899986,0.930700004,,0.629499972,0.79460001,0.705299973
2680,0.871299982,0.838999987,0.930400014,,0.632499993,0.795599997,0.703999996
2690,0.876100004,0.83069998,0.949100018,,0.641700029,0.810100019,0.700500011
2700,0.871500015,0.857900023,0.92019999,,0.62650001,0.786599994,0.703400016
2710,0.854600012,0.829200029,0.928600013,,0.629000008,0.794399977,0.716400027
2720,0.841300011,0.81309998,0.924300015,,0.626800001,0.788200021,0.713500023
2730,0.840399981,0.847299993,0.936100006,,0.635200024,0.800199986,0.714600027
2740,0.837400019,0.856599987,0.925300002,,0.624599993,0.790199995,0.700999975
2750,0.874499977,0.861800015,0.919799984,,0.624800026,0.785399973,0.718299985
2760,0.867999971,0.835799992,0.912400007,,0.617200017,0.779699981,0.6972
2770,0.898599982,0.825200021,0.941900015,,0.637099981,0.805999994,0.710300028
2780,0.870000005,0.833599985,0.934800029,,0.639299989,0.800700009,0.719099998
2790,0.895399988,0.849900007,0.930599988,,0.629199982,0.79369998,0.691299975
2800,0.869300008,0.83920002,0.931500018,,0.634000003,0.797299981,0.695599973
2810,0.83099997,0.84890002,0.933799982,,0.640299976,0.800400019,0.70539999
2820,0.861999989,0.830299973,0.92110002,,0.620999992,0.786000013,0.67869997
2830,0.881600022,0.851700008,0.936800003,,0.636500001,0.800700009,0.710099995
2840,0.894900024,0.84859997,0.921599984,,0.630800009,0.786800027,0.718500018
2850,0.861000001,0.848200023,0.939700007,,0.641700029,0.806400001,0.723399997
2860,0.855000019,0.83859998,0.92930001,,0.628300011,0.795000017,0.698300004
2870,0.856599987,0.864899993,0.917500019,,0.619700015,0.782000005,0.697899997
2880,0.844699979,0.854600012,0.918500006,,0.624899983,0.786300004,0.68629998
2890,0.882399976,0.853100002,0.930000007,,0.631600022,0.795300007,0.671599984
2900,0.87440002,0.857900023,0.941999972,,0.638400018,0.805899978,0.708800018
2910,0.868900001,0.8477,0.953299999,,0.647599995,0.813600004,0.69630003
2920,0.871200025,0.84009999,0.94690001,,0.645500004,0.810699999,0.714699984
2930,0.881500006,0.846499979,0.924300015,,0.627900004,0.790899992,0.699000001
2940,0.889599979,0.870599985,0.920099974,,0.624300003,0.786899984,0.703299999
2950,0.875,0.847299993,0.908699989,,0.612500012,0.776199996,0.717499971
2960,0.86650002,0.845600009,0.940500021,,0.638400018,0.804499984,0.715600014
2970,0.869799972,0.841700017,0.916599989,,0.624300003,0.786000013,0.74089998
2980,0.871699989,0.847500026,0.952899992,,0.647400022,0.817200005,0.726000011
2990,0.855400026,0.828999996,0.947300017,,0.641300023,0.810500026,0.705799997
3000,0.881600022,0.845899999,0.924799979,,0.62620002,0.790499985,0.705600023
3010,0.870299995,0.846199989,0.942300022,,0.642099977,0.808200002,0.7051
3020,0.873000026,0.843500018,0.906000018,,0.611400008,0.773400009,0.686399996
3030,0.852699995,0.833299994,0.899999976,,0.609000027,0.767499983,0.672599971
3040,0.872200012,0.846700013,0.921800017,,0.628499985,0.788999975,0.708299994
3050,0.880100012,0.868700027,0.950299978,,0.64410001,0.814400017,0.729099989
3060,0.874100029,0.844799995,0.938000023,,0.636300027,0.801500022,0.703700006
3070,0.900099993,0.838,0.929400027,,0.63440001,0.796000004,0.709200025
3080,0.890399992,0.845200002,0.916299999,,0.621999979,0.784500003,0.694500029
3090,0.891300023,0.841799974,0.934499979,,0.633599997,0.798399985,0.702700019
3100,0.883099973,0.853200018,0.914399981,,0.617200017,0.781799972,0.715499997
3110,0.874300003,0.869700015,0.932699978,,0.628199995,0.796500027,0.69630003
3120,0.85650003,0.856400013,0.937699974,,0.632300019,0.801999986,0.720399976
3130,0.892099977,0.852100015,0.928900003,,0.630699992,0.79460001,0.700200021
3140,0.87529999,0.834900022,0.933499992,,0.632200003,0.798900008,0.698099971
3150,0.882700026,0.851300001,0.915799975,,0.624000013,0.782599986,0.708199978
3160,0.860000014,0.8574,0.904699981,,0.613699973,0.773999989,0.709200025
3170,0.870599985,0.835799992,0.950600028,,0.644900024,0.815299988,0.694800019
